Date,IT Portfolio,MP Portfolio,RS Portfolio
1985-01-01,0.0,0.0,0.0
1985-01-02,0.0,0.0,0.0
1985-01-03,0.0,0.0,0.0
1985-01-04,0.0,0.0,0.0
1985-01-07,0.0,0.0,0.0
1985-01-08,0.0,0.0,0.0
1985-01-09,0.0005565741034349778,0.0008573708834515001,-0.00209511930447826
1985-01-10,0.0007811906463522996,0.0,0.0014615437872903911
1985-01-11,-0.00014445651700365034,0.0003187667188685607,-0.0022799223878382795
1985-01-14,0.0018389309489051835,0.0019165980237891116,0.0011135794807152887
1985-01-15,-0.0006273367684644822,-8.103496182630427e-05,0.0005997463539685197
1985-01-16,0.0012343395857507748,-0.00044255814893579893,-0.0003092607727916303
1985-01-17,-0.0008117608574993245,0.0010157888580164692,-0.001715763903384313
1985-01-18,0.0009644571797351674,0.000536431170721924,0.0011968951018114938
1985-01-21,-4.7943277122056434e-05,-0.0021340810882118366,-0.0010162656752798643
1985-01-22,-0.0007391425969947505,0.0010935082400540975,0.00023932338224634173
1985-01-23,-7.440038314284642e-05,0.0011301507631946497,0.000186285357040249
1985-01-24,0.003142503232873091,0.0009588799339079417,-0.00026879435954646545
1985-01-25,0.0014583443352179412,0.0003138236254436249,0.0001931678364747482
1985-01-28,0.0015117631582116534,-0.00020974109786482407,0.0008161472926172541
1985-01-29,-0.0002024662163986864,-0.0009540632363921358,-3.249956057008941e-05
1985-01-30,0.0001218775349438048,-0.00013284258867990133,-0.0002409270638519293
1985-01-31,-0.0005744684804498086,-0.0001388649164332375,-0.00030648964601274803
1985-02-01,0.0008195794249977205,-0.0001996611767298076,0.0005153493678645839
1985-02-04,-0.0030906551368725635,0.0010943975169048212,-0.0017830205977523309
1985-02-05,-0.0023475942625911447,-2.118460531417047e-06,0.001535736706712048
1985-02-06,-0.0005096367474968703,0.00010639257637705258,-0.00043715355118792925
1985-02-07,-0.0013891013022806474,-0.0014609432985574905,-0.0013688527194164882
1985-02-08,0.0009525103209038553,0.0005186975240624796,0.00023863337852335885
1985-02-11,-0.00036425207430211136,-0.0012341051148583634,6.634762104695501e-05
1985-02-12,-2.5263195694345472e-05,-0.000356207925780602,-0.0003345517194867802
1985-02-13,-0.0009523806264609099,0.0017458332133461199,-0.00026951621096915623
1985-02-14,0.0004197982523182288,-0.0013170320970494428,-0.0010059419607649027
1985-02-15,-0.0017548339034643371,-0.0005629321971463308,-0.002508909481823478
1985-02-18,-0.000308102616184045,3.495068891195054e-05,-0.0015500517688297928
1985-02-19,0.0060939541721068006,-8.658412867799629e-05,-0.0019360672890227143
1985-02-20,-0.002417506017359779,-0.0005894649114642493,-1.1316874257261784e-06
1985-02-21,0.0010818864478848158,0.0005194551094200935,0.0026067386146066784
1985-02-22,-0.0008032496595321305,-0.0004985403422736491,-0.0017859590428014355
1985-02-25,-0.002596431376963985,0.0,0.0019318273854775578
1985-02-26,0.00011751457405956452,0.0,0.0007290722530735575
1985-02-27,-0.00011752406248545001,0.0,0.00020563036101461522
1985-02-28,0.000668575820728921,0.0,0.0005321804734380079
1985-03-01,-0.00019258496505733655,-0.000971509656399737,-0.00011101574937355448
1985-03-04,0.0014398404553683912,-0.0012567624211150066,0.00041919081452241973
1985-03-05,-0.0017690861737165015,0.0,-0.001966218778044008
1985-03-06,-0.0013914108361611215,0.0010671650413141668,0.0011793191639072225
1985-03-07,0.0013897499030832835,0.0005903967791371771,-0.000668050424465114
1985-03-08,0.0007037908634160839,-0.000717738158743032,0.0010107823640327326
1985-03-11,-0.0005503914517121512,9.280178757263612e-05,-0.00029922889775719987
1985-03-12,0.0017502705375508584,-0.0004878425681425637,-0.0017602093032834986
1985-03-13,0.0010260106726225995,7.833293912276865e-05,-0.000229879193584894
1985-03-14,-0.0004847465086444636,0.00039799902991202214,0.00106655925757319
1985-03-15,-0.000943627074508223,-0.0010827061831464452,0.0017947264749267377
1985-03-18,-0.0012293082577548695,0.0009182648448359662,-0.00039124536405362473
1985-03-19,-0.002513178222882686,0.0018441329641466818,-0.0035865810105246655
1985-03-20,-0.00139756081837705,0.0007098410728732332,0.0003732355560528841
1985-03-21,-0.002121277132210095,0.0004385198516769324,0.0035641920124100043
1985-03-22,0.0008790913743677294,0.00024581349330826067,-7.741662785868702e-05
1985-03-25,0.0004022377891234108,0.0008551244735709195,4.426211255763437e-05
1985-03-26,-0.0002504854787760832,0.0005185713821063822,-0.0012729895699463162
1985-03-27,-0.0034927318831242484,0.000771326765516063,-0.0002790890117695021
1985-03-28,-0.00011197673648745732,0.0007370907656758418,-0.001164226954615048
1985-03-29,1.225702510795562e-05,0.000568538312187332,0.0024694154840183107
1985-04-01,0.0007510827999449193,-0.0001611449190564138,0.00041546956800971827
1985-04-02,-0.003077769546289921,-0.0010415084100377804,-0.0010500847384216187
1985-04-03,0.0006405268525071896,0.0015301698444487141,-0.0011515792969150726
1985-04-04,0.0018079688488283562,0.0,0.0010372811019166686
1985-04-05,-8.331564184190068e-05,0.0001080679235022918,6.936297107801686e-05
1985-04-08,0.00018665200798715148,0.0005439990218053342,-0.00013357596587043935
1985-04-09,-0.0017258385296337825,-0.0008727141198653718,-0.0005070172572147407
1985-04-10,0.0006207478805936308,0.0011315133493243553,-0.0005938554146768759
1985-04-11,-0.0008458766025870756,1.5629631829429368e-05,0.003096501800200433
1985-04-12,-0.0001374530460461903,4.4480030642325565e-05,-0.0006202167587097998
1985-04-15,-0.0007844822847450786,0.00016044226698288955,0.0009628227740991293
1985-04-16,0.001406091949720344,9.48804900409089e-05,-0.004082481181547202
1985-04-17,0.0005231388556408995,0.00038906912767333206,-0.00018693513537925755
1985-04-18,-0.0022292340081575407,0.0007753154200814345,0.0030631471023528545
1985-04-19,-0.0010333993872172589,0.0009400682652748097,0.001129842077696283
1985-04-22,0.0006874721202011879,0.000921866758753097,-3.661580317864538e-05
1985-04-23,-0.0017037241381184151,0.0014975902740129233,-0.0009984577789353413
1985-04-24,-0.002344005312031143,-0.00030925453676421296,0.0013178629869810914
1985-04-25,-0.0006206539065884327,0.0012222255196289139,-0.001571018645801988
1985-04-26,0.00021920739468728564,0.001448350109089361,2.415611402524327e-05
1985-04-29,-0.0006040847843364584,-0.000693644048472277,0.00041416099642935624
1985-04-30,-0.001017200171334311,0.0009472579242669142,-0.0004089975342560265
1985-05-01,0.0018868609975875672,-0.0014475868987234824,0.0006228275940065611
1985-05-02,-0.0015196438592727382,-0.0002479098482887274,-0.00047507357039343014
1985-05-03,-0.0017443353728208244,-0.00025123758108165986,0.00013279337117002514
1985-05-06,-0.001273681144760578,-0.0007184684538749605,-0.0021845641602787364
1985-05-07,0.002698880967509236,-0.0005515671533569394,-0.0007651966513303309
1985-05-08,0.0012192248380681794,-0.0005215283288804683,0.002367934288768062
1985-05-09,0.0008303095635517967,-0.0007706778358399314,0.001450856084778975
1985-05-10,0.0008368349144966493,0.001039877502582006,0.0004740838881237335
1985-05-13,0.0007143101026335366,-0.0003639561744464158,-0.00026969632453591576
1985-05-14,-0.0015293741619097439,0.00084904007994074,0.00014727839091218395
1985-05-15,0.0025526787108080626,0.0005787911517356204,0.0007678794704498818
1985-05-16,-0.00028089797111851146,-0.00016734288206753908,0.0003428350081638239
1985-05-17,0.0005126126760235621,0.000577593111881231,-0.001810885542712105
1985-05-20,-0.001603198486443571,0.0012398628748654778,-0.00029629036289922754
1985-05-21,0.0008168272492880393,-3.895273914115684e-05,0.0024068509673764666
1985-05-22,-0.0003449462877335052,0.00020837475908493653,-5.615032989637084e-05
1985-05-23,0.0011248830694423249,0.0007932301408893023,-0.002308739263250204
1985-05-24,-0.00046028303382825413,0.0005447019846206072,0.0003018641724690698
1985-05-27,0.0003356512464015958,0.00021387563368695047,-0.0026168351701538117
1985-05-28,-0.0007136039506313451,0.0010296374821475197,-0.0005157606653175214
1985-05-29,0.0022368244168754553,-0.0006179862802730288,-0.0017169088332608092
1985-05-30,-0.0007014287613825109,-0.00019170085203701906,-0.0015352344994073797
1985-05-31,0.00026860689310166127,-0.0008429588851868585,0.0009407708292619044
1985-06-03,0.0007448856405406737,-0.0012901334239937925,0.0007797569236875788
1985-06-04,0.0004471165709678148,-0.00017636137508989327,-0.0008233931051760387
1985-06-05,-0.0013837734963710446,0.0002496593542489694,-0.0010569824182979654
1985-06-06,0.0018437206561222987,-0.0010136294075559645,-0.0007831841869792352
1985-06-07,-0.00016281405566863122,-0.00118389925696279,0.002725698264889649
1985-06-10,-0.0011322927569315491,0.0006344410322692097,0.0016839246167616505
1985-06-11,0.0003252382091641457,0.00047376742493539735,0.0031232555347943764
1985-06-12,-0.0009664123403239541,0.0010322883245870848,0.001047832415043277
1985-06-13,0.0014494713795960045,-0.0016531864291854579,0.0005733313015967685
1985-06-14,0.0007498599225743215,0.0016665839860920107,-0.0005875454820052375
1985-06-17,0.00022855162040819266,-0.0008973140872582735,-0.0004710411782466038
1985-06-18,0.00019600350617036955,-0.0004688903740443839,0.000946174064519815
1985-06-19,-0.0021604790643181865,0.0006611802931090731,0.003197343175408576
1985-06-20,0.0007975650587481204,-0.0007877157109053265,-0.0010601202053897429
1985-06-21,0.0018835479295232856,0.0018624290080377776,2.063759093578262e-06
1985-06-24,0.0001553375485966778,-0.0002424898901701697,-0.0003564386422934307
1985-06-25,0.0008682771134127052,0.0006125341362985628,-0.00044768901843301
1985-06-26,0.001969698447485842,-7.634918426917666e-05,-0.001009453295716095
1985-06-27,0.0009078148771661397,0.0003217971317133619,0.0007306950780390293
1985-06-28,0.0011841917325198432,0.0002782528894598069,0.001295323148257753
1985-07-01,0.0014325180153420907,0.00020407611084306232,-0.00017863174481325518
1985-07-02,-0.0003066098260287305,0.0007587398785214594,-0.000859226413104759
